CPF,Origem,Nome,Sexo,Telefone 1,Telefone 2,E-mail,Data de Nascimento,Data de Cadastro,Observações,Pode agendar online,Primeiro agendamento,Último agendamento,Status do primeiro agendamento,Status do último agendamento,Recebe e-mails agendamentos,Recebe e-mail sobre Programa de Fidelidade,CEP,Estado,Endereço,Número,Complemento,Bairro,Cidade,Como nos conheceu,Instagram
Null,Balcão,Cliente 477,Feminino,(71) 0000-0000,,,,26/01/2019,,Sim,26/01/2019,26/01/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 478,Feminino,(71) 0000-0000,,,,16/06/2018,,Sim,16/06/2018,16/06/2018,Confirmado,Confirmado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 479,Feminino,(71) 0000-0000,,,,25/03/2019,,Sim,21/03/2019,21/03/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 480,Feminino,(71) 0000-0000,,,,4/10/2018,,Sim,3/10/2018,3/10/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 481,Feminino,(71) 0000-0000,,,,7/3/2018,,Sim,7/3/2018,7/7/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 482,Feminino,(71) 0000-0000,,,,30/06/2018,,Sim,30/06/2018,30/06/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 483,Feminino,(71) 0000-0000,,,,7/2/2018,,Sim,28/02/2018,11/5/2023,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 484,Feminino,(71) 0000-0000,,,,7/9/2018,,Sim,5/9/2018,2/10/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 485,Feminino,(71) 0000-0000,,,,4/10/2018,,Sim,3/10/2018,10/9/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 486,Feminino,(71) 0000-0000,,,,26/10/2018,,Sim,25/10/2018,25/10/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 487,Feminino,(71) 0000-0000,,,,29/06/2018,,Sim,29/06/2018,13/11/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 488,Feminino,(71) 0000-0000,,,,5/4/2023,,Sim,6/4/2023,28/04/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 489,Feminino,(71) 0000-0000,,,,24/02/2018,,Sim,24/02/2018,14/04/2023,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 490,Feminino,(71) 0000-0000,,,,31/01/2018,,Sim,31/01/2018,16/03/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 491,Masculino,(71) 0000-0000,,,,22/10/2018,,Sim,18/10/2018,30/10/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 492,Feminino,(71) 0000-0000,,,,14/07/2018,,Sim,14/07/2018,10/6/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 493,Feminino,(71) 0000-0000,,,,9/3/2018,,Sim,9/3/2018,9/3/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 494,Feminino,(71) 0000-0000,,,,18/11/2018,,Sim,16/11/2018,9/8/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 495,Feminino,(71) 0000-0000,,,,23/04/2019,,Sim,20/04/2019,14/12/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 496,Feminino,(71) 0000-0000,,,,11/11/2018,,Sim,6/11/2018,5/12/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 497,Feminino,(71) 0000-0000,,,,19/03/2019,,Sim,15/03/2019,5/6/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 498,Feminino,(71) 0000-0000,,,,26/12/2018,,Sim,24/12/2018,11/3/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 499,Feminino,(71) 0000-0000,,,,26/01/2019,,Sim,26/01/2019,26/01/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 500,Feminino,(71) 0000-0000,,,,5/5/2023,,Sim,4/5/2023,4/5/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 501,Feminino,(71) 0000-0000,,,,4/8/2018,,Sim,4/8/2018,19/09/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 502,Feminino,(71) 0000-0000,,,,17/01/2018,,Sim,17/01/2018,2/6/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 503,Feminino,(71) 0000-0000,,,,23/04/2019,,Sim,16/04/2019,26/04/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 504,Feminino,(71) 0000-0000,,,,9/3/2018,,Sim,9/3/2018,4/4/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 505,Feminino,(71) 0000-0000,,,,20/06/2018,,Sim,20/06/2018,13/03/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 506,Feminino,(71) 0000-0000,,,,17/02/2019,,Sim,16/02/2019,16/02/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 507,Feminino,(71) 0000-0000,,,,17/01/2018,,Sim,17/01/2018,21/12/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 508,Feminino,(71) 0000-0000,,,,25/01/2018,,Sim,25/01/2018,7/3/2020,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 509,Feminino,(71) 0000-0000,,,,6/4/2018,,Sim,6/4/2018,6/4/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 510,Feminino,(71) 0000-0000,,,,21/04/2018,,Sim,21/04/2018,7/5/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 511,Feminino,(71) 0000-0000,,,,15/02/2018,,Sim,15/02/2018,15/02/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 512,Feminino,(71) 0000-0000,,,,11/4/2023,,Sim,1/4/2023,15/04/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 513,Feminino,(71) 0000-0000,,,,10/4/2018,,Sim,17/04/2018,13/10/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 514,Feminino,(71) 0000-0000,,,,31/01/2018,,Sim,31/01/2018,29/03/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 515,Feminino,(71) 0000-0000,,,,8/5/2023,,Sim,13/05/2023,13/05/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 516,Feminino,(71) 0000-0000,,,,2/8/2018,,Sim,2/8/2018,24/09/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 517,Feminino,(71) 0000-0000,,,,26/04/2018,,Sim,26/04/2018,22/11/2018,Finalizado,Cancelado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 518,Feminino,(71) 0000-0000,,,,9/2/2018,,Sim,9/2/2018,14/06/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 519,Feminino,(71) 0000-0000,,,,20/01/2018,,Sim,18/01/2018,19/03/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 520,Feminino,(71) 0000-0000,,,,3/3/2018,,Sim,3/3/2018,14/03/2020,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 521,Feminino,(71) 0000-0000,,,,26/09/2018,,Sim,26/09/2018,26/09/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 522,Feminino,(71) 0000-0000,,,,11/11/2018,,Sim,10/11/2018,30/10/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 523,Feminino,(71) 0000-0000,,,,17/08/2018,,Sim,17/08/2018,20/02/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 524,Feminino,(71) 0000-0000,,,,13/04/2018,,Sim,27/04/2018,9/5/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 525,Feminino,(71) 0000-0000,,,,16/02/2018,,Sim,16/02/2018,18/03/2020,Cancelado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 526,Feminino,(71) 0000-0000,,,,11/4/2018,,Sim,13/04/2018,13/04/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 527,Feminino,(71) 0000-0000,,,,14/06/2018,,Sim,14/06/2018,14/06/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 528,Feminino,(71) 0000-0000,,,,31/03/2018,,Sim,31/03/2018,31/03/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 529,Feminino,(71) 0000-0000,,,,16/12/2018,,Sim,5/12/2018,19/12/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 530,Feminino,(71) 0000-0000,,,,21/06/2018,,Sim,21/06/2018,24/12/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 531,Feminino,(71) 0000-0000,,,,26/10/2018,,Sim,26/10/2018,30/12/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 532,Feminino,(71) 0000-0000,,,,17/08/2018,,Sim,17/08/2018,21/10/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 533,Feminino,(71) 0000-0000,,,,1/6/2018,,Sim,21/06/2018,23/03/2019,Cancelado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 534,Feminino,(71) 0000-0000,,,,25/01/2018,,Sim,25/01/2018,25/02/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 535,Feminino,(71) 0000-0000,,,,13/04/2023,,Sim,14/04/2023,6/5/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 536,Feminino,(71) 0000-0000,,,,27/04/2023,,Sim,27/04/2023,27/04/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 537,Feminino,(71) 0000-0000,,,,12/4/2023,,Sim,12/4/2023,10/5/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 538,Feminino,(71) 0000-0000,,,,11/11/2018,,Sim,10/11/2018,22/11/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 539,Feminino,(71) 0000-0000,,,,14/07/2018,,Sim,14/07/2018,13/03/2020,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 540,Feminino,(71) 0000-0000,,,,17/11/2018,,Sim,14/11/2018,15/02/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 541,Feminino,(71) 0000-0000,,,,9/3/2018,,Sim,9/3/2018,8/1/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 542,Feminino,(71) 0000-0000,,,,16/05/2018,,Sim,18/05/2018,16/06/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 543,Feminino,(71) 0000-0000,,,,9/3/2018,,Sim,9/3/2018,27/02/2020,Cancelado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 544,Feminino,(71) 0000-0000,,,,25/08/2019,,Sim,5/8/2019,5/8/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 545,Feminino,(71) 0000-0000,,,,1/6/2018,,Sim,2/6/2018,25/07/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 546,Feminino,(71) 0000-0000,,,,3/3/2018,,Sim,3/3/2018,1/11/2018,Cancelado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 547,Feminino,(71) 0000-0000,,,,5/7/2018,,Sim,5/7/2018,22/02/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 548,Feminino,(71) 0000-0000,,,,31/08/2018,,Sim,31/08/2018,31/08/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 549,Feminino,(71) 0000-0000,,,,30/05/2018,,Sim,30/05/2018,30/05/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 550,Feminino,(71) 0000-0000,,,,11/7/2018,,Sim,11/7/2018,11/7/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 551,Feminino,(71) 0000-0000,,,,21/07/2018,,Sim,21/07/2018,15/09/2018,Cancelado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 552,Feminino,(71) 0000-0000,,,,31/03/2018,,Sim,31/03/2018,19/05/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 553,Feminino,(71) 0000-0000,,,,9/2/2018,,Sim,9/2/2018,9/2/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 554,Feminino,(71) 0000-0000,,,,20/01/2018,,Sim,19/01/2018,6/4/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 555,Feminino,(71) 0000-0000,,,,1/12/2018,,Sim,1/12/2018,23/01/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 556,Feminino,(71) 0000-0000,,,,13/07/2018,,Sim,13/07/2018,28/10/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 557,Feminino,(71) 0000-0000,,,,17/01/2018,,Sim,13/01/2018,6/6/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 558,Feminino,(71) 0000-0000,,,,7/9/2018,,Sim,6/9/2018,6/9/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 559,Feminino,(71) 0000-0000,,,,16/06/2018,,Sim,16/06/2018,16/06/2018,Cancelado,Cancelado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 560,Feminino,(71) 0000-0000,,,,16/02/2018,,Sim,17/02/2018,26/04/2023,Cancelado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 561,Feminino,(71) 0000-0000,,,,14/06/2018,,Sim,14/06/2018,17/02/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 562,Feminino,(71) 0000-0000,,,,5/4/2023,Coloração keune,,,,,,,,,,,,,,,,
Null,Balcão,Cliente 563,Feminino,(71) 0000-0000,,,,8/6/2018,,Sim,7/6/2018,7/6/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 564,Feminino,(71) 0000-0000,,,,8/3/2018,,Sim,8/3/2018,2/10/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 565,Feminino,(71) 0000-0000,,,,20/01/2019,,Sim,19/01/2019,6/6/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 566,Feminino,(71) 0000-0000,,,,1/8/2019,,Sim,18/07/2019,18/07/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 567,Feminino,(71) 0000-0000,,,,16/12/2018,,Sim,11/12/2018,3/3/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 568,Feminino,(71) 0000-0000,,,,31/01/2018,,Sim,31/01/2018,12/4/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 569,Feminino,(71) 0000-0000,,,,26/09/2018,,Sim,26/09/2018,26/09/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 570,Feminino,(71) 0000-0000,,,,15/05/2019,,Sim,8/5/2019,5/5/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 571,Feminino,(71) 0000-0000,,,,1/8/2019,,Sim,9/7/2019,13/05/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 572,Feminino,(71) 0000-0000,,,,26/12/2018,,Sim,24/12/2018,24/12/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 573,Feminino,(71) 0000-0000,,,,30/10/2018,,Sim,30/10/2018,6/11/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 574,Feminino,(71) 0000-0000,,,,25/05/2018,,Sim,25/05/2018,13/07/2018,Finalizado,Em atendimento,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 575,Feminino,(71) 0000-0000,,,,27/02/2018,,Sim,27/02/2018,17/01/2020,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 576,Feminino,(71) 0000-0000,,,,26/01/2018,,Sim,27/01/2018,8/2/2020,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 577,Feminino,(71) 0000-0000,,,,12/4/2018,,Sim,12/4/2018,12/4/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 578,Feminino,(71) 0000-0000,,,,7/4/2018,,Sim,7/4/2018,9/5/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 579,Feminino,(71) 0000-0000,,,,16/03/2019,,Sim,11/3/2019,11/4/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 580,Feminino,(71) 0000-0000,,,,29/03/2018,,Sim,29/03/2018,6/3/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 581,Feminino,(71) 0000-0000,,,,20/01/2018,,Sim,18/01/2018,30/01/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 582,Feminino,(71) 0000-0000,,,,9/6/2018,,Sim,9/6/2018,15/09/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 583,Feminino,(71) 0000-0000,,,,15/09/2018,,Sim,13/09/2018,13/09/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 584,Feminino,(71) 0000-0000,,,,4/5/2018,,Sim,5/5/2018,5/5/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 585,Feminino,(71) 0000-0000,,,,7/4/2018,,Sim,7/4/2018,22/01/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 586,Feminino,(71) 0000-0000,,,,5/4/2018,,Sim,5/4/2018,13/05/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 587,Feminino,(71) 0000-0000,,,,30/06/2018,,Sim,30/06/2018,30/06/2018,Cancelado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 588,Feminino,(71) 0000-0000,,,,8/6/2018,,Sim,8/6/2018,8/6/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 589,Feminino,(71) 0000-0000,,,,11/11/2018,,Sim,10/11/2018,21/11/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 590,Feminino,(71) 0000-0000,,,,7/2/2018,,Sim,7/2/2018,15/02/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 591,Feminino,(71) 0000-0000,,,,11/11/2018,,Sim,1/11/2018,28/12/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 592,Feminino,(71) 0000-0000,,,,7/9/2018,,Sim,5/9/2018,17/05/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 593,Feminino,(71) 0000-0000,,,,2/1/2020,,Sim,24/12/2019,24/12/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 594,Feminino,(71) 0000-0000,,,,14/01/2018,,Sim,13/01/2018,28/02/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,Indicação amigo,
Null,Balcão,Cliente 595,Feminino,(71) 0000-0000,,,,22/02/2018,,Sim,22/02/2018,14/08/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 596,Feminino,(71) 0000-0000,,,,17/11/2018,,Sim,13/11/2018,1/7/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 597,Feminino,(71) 0000-0000,,,,26/09/2018,,Sim,25/09/2018,3/12/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 598,Feminino,(71) 0000-0000,,,,31/05/2019,,Sim,24/05/2019,24/05/2019,Confirmado,Confirmado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 599,Feminino,(71) 0000-0000,,,,27/02/2018,,Sim,28/02/2018,10/5/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 600,Feminino,(71) 0000-0000,,,,16/05/2018,,Sim,16/05/2018,18/03/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 601,Feminino,(71) 0000-0000,,,,14/06/2018,,Sim,14/06/2018,14/06/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 602,Feminino,(71) 0000-0000,,,,15/03/2019,,Sim,2/3/2019,2/3/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 603,Feminino,(71) 0000-0000,,,,17/03/2018,,Sim,17/03/2018,16/03/2019,Cancelado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 604,Feminino,(71) 0000-0000,,,,24/09/2019,,Sim,3/9/2019,2/3/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 605,Feminino,(71) 0000-0000,,,,26/01/2019,,Sim,25/01/2019,7/3/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 606,Feminino,(71) 0000-0000,,,,13/04/2023,,Sim,15/04/2023,15/04/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 607,Feminino,(71) 0000-0000,,,,12/4/2018,,Sim,13/04/2018,2/5/2018,Finalizado,Cancelado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 608,Feminino,(71) 0000-0000,,,,1/5/2019,,Sim,25/04/2019,25/04/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 609,Feminino,(71) 0000-0000,,,,16/12/2018,,Sim,7/12/2018,7/12/2018,Confirmado,Confirmado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 610,Feminino,(71) 0000-0000,,,,23/04/2019,,Sim,18/04/2019,11/11/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 611,Feminino,(71) 0000-0000,,,,12/5/2018,,Sim,12/5/2018,23/01/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 612,Feminino,(71) 0000-0000,,,,4/10/2018,,Sim,3/10/2018,3/10/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 613,Feminino,(71) 0000-0000,,,,2/2/2020,,Sim,6/1/2020,6/1/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 614,Feminino,(71) 0000-0000,,,,10/2/2019,,Sim,5/2/2019,14/02/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 615,Feminino,(71) 0000-0000,,,,17/01/2018,,Sim,12/1/2018,19/01/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 616,Feminino,(71) 0000-0000,,,,1/3/2020,,Sim,5/2/2020,14/02/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 617,Feminino,(71) 0000-0000,,,,19/12/2018,,Sim,19/12/2018,19/12/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 618,Feminino,(71) 0000-0000,,,,9/5/2018,,Sim,9/5/2018,5/9/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 619,Feminino,(71) 0000-0000,,,,16/12/2018,,Sim,12/12/2018,1/7/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 620,Feminino,(71) 0000-0000,,,,7/9/2018,,Sim,5/9/2018,28/06/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 621,Feminino,(71) 0000-0000,,,,26/05/2018,,Sim,26/05/2018,8/6/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 622,Feminino,(71) 0000-0000,,,,8/2/2018,,Sim,8/2/2018,29/03/2019,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 623,Feminino,(71) 0000-0000,,,,11/5/2018,,Sim,11/5/2018,29/03/2019,Cancelado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 624,Feminino,(71) 0000-0000,,,,23/02/2018,,Sim,23/02/2018,13/03/2018,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 625,Feminino,(71) 0000-0000,,,,2/9/2019,,Sim,24/08/2019,5/10/2019,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 626,Feminino,(71) 0000-0000,,,,10/8/2018,,Sim,10/8/2018,12/5/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 627,Feminino,(71) 0000-0000,,,,3/4/2018,,Sim,6/4/2018,20/06/2018,Finalizado,Cancelado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 628,Feminino,(71) 0000-0000,,,,7/9/2018,,Sim,6/9/2018,10/2/2020,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 629,Feminino,(71) 0000-0000,,,,23/08/2018,,Sim,22/08/2018,19/02/2020,Finalizado,Finalizado,Não,Sim,,,,,,,,,
Null,Balcão,Cliente 630,Feminino,(71) 0000-0000,,,,1/12/2018,,Sim,29/11/2018,6/3/2020,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 631,Feminino,(71) 0000-0000,,,,8/6/2018,,Sim,8/6/2018,19/10/2018,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 632,Feminino,(71) 0000-0000,,,,11/4/2023,,Sim,12/4/2023,11/5/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
Null,Balcão,Cliente 633,Feminino,(71) 0000-0000,,,,11/4/2023,,Sim,13/04/2023,11/5/2023,Finalizado,Finalizado,Sim,Sim,,,,,,,,,
